,ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,age,work_year,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,month_on_book,target
11184,5046505,0,0,1,0,256.5,Commercial associate,Higher education,Separated,House / apartment,53.70958904,2.657534247,0,0,0,Managers,1,34,0
36451,5149775,0,1,1,0,130.5,Working,Secondary / secondary special,Married,House / apartment,44.2109589,25.72876712,0,1,0,Laborers,2,19,1
28542,5116343,1,1,1,1,225,State servant,Secondary / secondary special,Married,House / apartment,32.04109589,10.76438356,1,0,0,Laborers,more,23,0
36435,5145846,0,0,1,1,256.5,State servant,Higher education,Married,House / apartment,48.20273973,3.602739726,0,1,0,Managers,more,14,1
36110,5009752,0,1,0,0,315,Commercial associate,Higher education,Married,House / apartment,37.14246575,1.605479452,1,1,0,Unknown,2,29,1
28323,5116051,0,0,0,0,135,Working,Secondary / secondary special,Married,House / apartment,48.77534247,29.48493151,0,0,0,Accountants,2,43,0
11061,5046343,1,0,1,1,180,Working,Lower secondary,Married,House / apartment,28.9890411,4.635616438,1,0,0,Unknown,more,52,1
30169,5125289,0,0,0,1,202.5,Working,Secondary / secondary special,Separated,House / apartment,38.1890411,0.367123288,0,0,0,Laborers,2,40,1
29576,5117947,0,0,0,1,180,Working,Secondary / secondary special,Married,House / apartment,28.46575342,2.767123288,1,0,0,Unknown,more,8,0
28408,5116167,0,1,1,0,202.5,Pensioner,Secondary / secondary special,Married,House / apartment,64.08219178,7.247955325,0,0,0,Unknown,2,37,0
36231,5053774,1,0,1,1,135,Working,Higher education,Married,House / apartment,36.81643836,10.07945205,0,0,0,Unknown,more,11,1
28014,5115658,1,1,1,0,225,Commercial associate,Higher education,Single / not married,House / apartment,43.81917808,6.950684932,0,1,0,Sales staff,1,7,0
30970,5126348,0,0,0,0,135,Commercial associate,Secondary / secondary special,Married,House / apartment,41.69315068,6.205479452,0,1,0,Managers,2,59,1
19612,5087839,1,0,1,0,135,State servant,Secondary / secondary special,Married,Rented apartment,28.62465753,6.364383562,1,0,1,Unknown,2,14,0
11351,5047823,0,1,0,0,135,Commercial associate,Secondary / secondary special,Married,House / apartment,28.61643836,0.682191781,0,0,0,Laborers,2,58,1
24993,5100224,0,0,1,0,157.5,Commercial associate,Higher education,Married,House / apartment,48.41917808,18.02465753,0,0,0,Unknown,2,48,0
36145,5024069,1,1,1,0,292.5,Commercial associate,Secondary / secondary special,Single / not married,With parents,26.8109589,7.010958904,0,1,0,Laborers,2,11,1
36406,5126209,1,1,0,0,162,Pensioner,Higher education,Married,House / apartment,54.93972603,7.247955325,0,0,0,Unknown,2,44,1
19933,5088684,1,1,1,0,184.5,Commercial associate,Secondary / secondary special,Married,With parents,54.45479452,1.367123288,0,0,0,Security staff,2,28,0
36205,5048366,0,0,0,0,108,Pensioner,Secondary / secondary special,Widow,House / apartment,60.77260274,7.247955325,0,0,0,Unknown,1,26,1
36296,5092090,0,0,1,0,67.5,Working,Secondary / secondary special,Married,House / apartment,40.24657534,1.380821918,0,0,0,Cooking staff,2,2,1
34057,5143318,0,0,0,1,67.5,Commercial associate,Secondary / secondary special,Married,House / apartment,30.97534247,5.624657534,0,0,0,Sales staff,more,14,0
10658,5045803,0,0,1,0,52.65,Pensioner,Secondary / secondary special,Married,House / apartment,48.72054795,7.247955325,0,0,0,Unknown,2,9,0
21565,5090737,0,0,0,0,225,Working,Secondary / secondary special,Single / not married,House / apartment,51.97808219,10.17808219,0,0,0,Laborers,1,55,1
36163,5029506,0,0,1,0,292.5,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,62.24657534,7.247955325,0,1,0,Unknown,2,21,1
17740,5068243,0,0,1,0,247.5,Working,Secondary / secondary special,Married,House / apartment,30.87123288,6.97260274,1,1,0,Laborers,2,9,0
15995,5065462,0,0,0,0,157.5,Commercial associate,Secondary / secondary special,Married,House / apartment,52.06575342,4.301369863,0,0,0,Unknown,2,54,1
36138,5023641,1,1,0,more,225,Working,Secondary / secondary special,Married,House / apartment,40.48219178,6.060273973,0,0,0,Drivers,1,30,1
36144,5024063,1,0,0,more,135,Commercial associate,Secondary / secondary special,Married,House / apartment,30.08219178,7.926027397,0,0,0,Core staff,more,35,1
36161,5029028,0,0,1,0,90,Working,Lower secondary,Single / not married,Rented apartment,32.94794521,13.06849315,0,0,0,Cleaning staff,2,15,1
16754,5067002,1,1,1,0,202.5,Working,Secondary / secondary special,Married,House / apartment,51.37534247,32.61917808,0,1,0,Laborers,2,38,0
36223,5052877,1,1,1,0,225,Working,Secondary / secondary special,Married,House / apartment,49.08219178,9.221917808,0,0,0,Drivers,2,22,1
32749,5137497,1,1,0,more,135,Working,Secondary / secondary special,Married,House / apartment,30.15890411,0.295890411,1,1,0,Drivers,more,39,1
30676,5125965,1,1,1,0,202.5,Working,Secondary / secondary special,Married,House / apartment,40.70684932,3.038356164,0,0,0,Laborers,2,20,0
25370,5104998,1,1,1,1,216,Working,Secondary / secondary special,Married,Rented apartment,46.71506849,3.991780822,0,0,0,Laborers,more,47,0
3991,5023860,0,1,1,0,450,State servant,Higher education,Married,House / apartment,54.0739726,14.68219178,0,0,0,Unknown,2,49,0
19869,5088458,1,1,1,1,225,Commercial associate,Secondary / secondary special,Married,House / apartment,41.90684932,11.62739726,1,0,0,Drivers,more,38,0
34933,5148735,0,1,1,0,121.5,Working,Secondary / secondary special,Married,House / apartment,27.43561644,3.797260274,0,0,0,Medicine staff,2,44,1
30725,5126025,1,1,0,0,306,Working,Incomplete higher,Civil marriage,House / apartment,31.63835616,4.536986301,0,1,1,Laborers,2,11,0
18941,5079007,1,0,1,0,202.5,Commercial associate,Higher education,Married,Municipal apartment,57.10958904,2.320547945,0,0,0,Unknown,2,4,0
5611,5028363,0,0,1,0,135,Working,Secondary / secondary special,Single / not married,House / apartment,49.94520548,0.473972603,0,0,0,Medicine staff,1,57,0
32800,5139374,0,0,1,0,135,Working,Secondary / secondary special,Widow,House / apartment,41.89589041,9.104109589,0,0,0,Laborers,1,2,0
35709,5149730,0,1,1,0,90,Working,Secondary / secondary special,Married,House / apartment,52.33150685,4.715068493,0,0,0,Unknown,2,43,1
29949,5118535,0,0,1,1,81,Working,Secondary / secondary special,Married,Municipal apartment,43.14794521,17.44383562,1,1,0,Cleaning staff,more,39,0
36170,5033749,0,0,1,more,90,Working,Secondary / secondary special,Married,House / apartment,32.47671233,7.991780822,1,1,0,Medicine staff,more,16,1
36286,5090409,1,0,0,0,90,Working,Secondary / secondary special,Widow,Municipal apartment,54.84109589,9.597260274,1,1,0,Sales staff,1,17,1
10550,5045652,0,1,1,0,157.5,Working,Secondary / secondary special,Married,House / apartment,40.69589041,6.717808219,0,1,0,Unknown,2,55,0
29315,5117414,0,0,0,0,112.5,State servant,Higher education,Married,House / apartment,37.1890411,0.515068493,0,1,0,Core staff,2,28,0
36275,5089162,0,1,0,0,225,Working,Higher education,Married,House / apartment,55.51780822,6.934246575,1,1,0,Accountants,2,22,1
33264,5142361,1,1,1,1,112.5,Working,Secondary / secondary special,Married,House / apartment,44.39452055,2.534246575,1,1,0,Drivers,more,59,1
573,5009529,0,1,0,0,157.5,Commercial associate,Secondary / secondary special,Married,House / apartment,37.23287671,2.690410959,0,1,0,Unknown,2,51,0
18220,5068862,1,0,1,1,135,Commercial associate,Secondary / secondary special,Separated,House / apartment,39.20273973,3.723287671,0,0,0,Security staff,2,7,0
36164,5029565,0,1,1,0,202.5,Working,Secondary / secondary special,Single / not married,House / apartment,36.58630137,7.471232877,0,0,0,Laborers,1,29,1
28178,5115879,0,0,1,more,135,Working,Secondary / secondary special,Married,House / apartment,29.92876712,1.860273973,1,0,0,Unknown,more,5,0
26563,5112821,0,0,1,0,121.5,Working,Secondary / secondary special,Married,House / apartment,40.72876712,16.41643836,0,0,0,Medicine staff,2,58,0
24536,5099904,1,1,1,0,157.5,Commercial associate,Secondary / secondary special,Married,House / apartment,55.72876712,18.77534247,0,0,0,Laborers,2,39,0
9243,5041415,0,1,0,0,157.5,Working,Higher education,Married,House / apartment,36.01643836,5.926027397,0,0,0,High skill tech staff,2,59,1
29931,5118493,0,0,1,0,135,Working,Secondary / secondary special,Civil marriage,House / apartment,40.58630137,1.347945205,0,0,0,Laborers,2,9,0
30030,5118647,0,0,1,more,270,State servant,Higher education,Single / not married,House / apartment,28.56164384,7.520547945,0,0,0,Core staff,more,53,1
36115,5010537,0,1,0,more,135,Working,Secondary / secondary special,Married,House / apartment,38.15890411,8.361643836,0,0,0,Laborers,more,9,1
31533,5132683,0,0,1,0,67.5,Working,Secondary / secondary special,Married,House / apartment,54.15342466,15.79178082,0,0,0,Medicine staff,2,4,0
13337,5053761,0,0,1,0,360,Working,Secondary / secondary special,Married,House / apartment,40.23835616,6.747945205,1,1,0,Cooking staff,2,28,0
21505,5090603,1,1,1,more,202.5,Working,Higher education,Married,House / apartment,42.35616438,19.1890411,0,0,0,Core staff,more,36,0
36383,5117649,1,0,0,1,135,Working,Secondary / secondary special,Married,House / apartment,30.41369863,0.263013699,1,0,0,Security staff,more,25,1
14389,5058345,0,0,1,0,99,Pensioner,Higher education,Separated,House / apartment,67.42739726,7.247955325,0,0,0,Unknown,1,55,1
2199,5021585,0,0,0,1,40.5,State servant,Secondary / secondary special,Married,Rented apartment,35.75890411,5.347945205,0,0,0,Cooking staff,more,5,0
2505,5021961,0,1,1,0,76.5,Working,Higher education,Married,House / apartment,48.6109589,11.52054795,0,0,0,Unknown,2,55,1
36394,5118648,0,0,1,more,270,Pensioner,Higher education,Single / not married,House / apartment,28.56164384,7.520547945,0,0,0,Core staff,more,36,1
36410,5135485,0,0,1,0,135,State servant,Higher education,Single / not married,Municipal apartment,29.20547945,5.301369863,0,0,0,Core staff,1,48,1
16845,5067132,1,0,0,0,180,Commercial associate,Higher education,Civil marriage,House / apartment,53.05479452,0.665753425,0,0,1,Laborers,2,32,0
18391,5069078,0,0,1,1,202.5,Commercial associate,Higher education,Civil marriage,House / apartment,38.54520548,8.473972603,0,0,1,Accountants,more,47,1
36143,5023963,1,0,1,more,90,Working,Secondary / secondary special,Married,House / apartment,34.74246575,4.594520548,0,0,0,Core staff,more,47,1
36178,5036660,0,1,1,0,76.5,Pensioner,Secondary / secondary special,Married,House / apartment,65.30136986,7.247955325,0,0,0,Unknown,2,9,1
14976,5061599,0,0,1,0,62.6535,Working,Secondary / secondary special,Separated,House / apartment,53.85753425,0.876712329,1,1,0,Sales staff,1,28,0
10710,5045869,0,1,1,1,315,Commercial associate,Higher education,Married,House / apartment,45.78082192,8.471232877,0,0,0,Managers,more,38,1
19284,5085848,0,0,1,0,112.5,Pensioner,Secondary / secondary special,Married,House / apartment,53.35342466,7.247955325,0,1,0,Unknown,2,7,0
20341,5090952,0,1,0,0,189,Commercial associate,Secondary / secondary special,Married,House / apartment,48.94246575,1.931506849,1,0,0,High skill tech staff,2,51,0
21331,5114642,0,1,0,0,247.5,Working,Secondary / secondary special,Separated,House / apartment,37.11232877,5.868493151,0,0,0,Laborers,1,45,0
15487,5062234,0,1,0,0,315,Working,Secondary / secondary special,Married,House / apartment,53.2630137,11.13424658,0,0,0,Managers,2,52,0
28116,5115793,0,0,1,1,135,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,39.93972603,20.1260274,0,0,0,Laborers,2,24,0
18857,5078805,0,0,1,0,306,Working,Secondary / secondary special,Married,House / apartment,51.85479452,8.15890411,0,0,0,High skill tech staff,2,33,1
12388,5051210,1,1,0,0,191.7,Working,Lower secondary,Married,House / apartment,42.39178082,17.96438356,1,1,0,Drivers,2,45,1
23131,5095205,1,1,1,1,292.5,Working,Secondary / secondary special,Married,House / apartment,50.8739726,14.76438356,1,0,0,Core staff,more,15,0
9361,5041583,0,0,1,1,270,Working,Secondary / secondary special,Married,House / apartment,52.16438356,3.84109589,1,1,0,Managers,more,47,1
28853,5116745,1,0,1,1,157.5,Working,Secondary / secondary special,Married,House / apartment,42.81369863,6.342465753,0,0,0,Unknown,more,37,1
36436,5146078,0,0,1,1,108,Working,Secondary / secondary special,Single / not married,House / apartment,34.85753425,3.101369863,1,1,0,Sales staff,1,48,1
17186,5067541,0,0,1,0,180,Commercial associate,Secondary / secondary special,Married,House / apartment,58.02739726,7.473972603,0,0,0,Unknown,2,14,0
33344,5142464,0,0,1,0,157.5,Working,Secondary / secondary special,Civil marriage,Office apartment,36.72328767,10.70684932,0,1,0,Unknown,2,54,1
2133,5021513,0,0,1,0,144,State servant,Secondary / secondary special,Married,House / apartment,49.68767123,27.69863014,0,1,0,High skill tech staff,2,39,0
4714,5024751,0,0,1,0,247.5,Commercial associate,Secondary / secondary special,Married,House / apartment,44.76712329,23.69041096,0,0,0,Medicine staff,2,16,0
16209,5065742,0,1,1,0,225,Pensioner,Higher education,Married,House / apartment,60.15068493,7.247955325,0,1,0,Unknown,2,47,1
23001,5094973,0,0,1,1,76.5,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,39.83561644,9.178082192,0,1,0,Cooking staff,2,5,0
31631,5132844,0,1,1,0,126,Working,Lower secondary,Married,With parents,32.10684932,0.780821918,0,1,0,Core staff,2,51,0
35030,5148852,0,1,0,more,135,Working,Higher education,Married,House / apartment,35.07945205,13.63561644,0,0,0,Accountants,more,53,0
2538,5021996,1,1,1,0,135,Working,Higher education,Married,House / apartment,25.48767123,2.334246575,0,0,0,Sales staff,2,7,0
30930,5126300,1,0,0,0,117,Working,Higher education,Single / not married,House / apartment,22.37808219,2.202739726,1,0,0,Sales staff,1,19,1
34775,5148519,1,1,1,more,270,Commercial associate,Higher education,Married,House / apartment,43.80273973,2.712328767,0,0,0,Unknown,more,17,0
33343,5142462,0,0,1,0,157.5,Working,Secondary / secondary special,Civil marriage,Office apartment,36.72328767,10.70684932,0,1,0,Unknown,2,59,1
36324,5104869,0,0,1,0,112.5,Working,Higher education,Married,House / apartment,33.1890411,10.96986301,0,0,0,Accountants,2,26,1
22329,5091787,1,1,1,0,360,Commercial associate,Higher education,Married,House / apartment,26.41917808,4.216438356,0,0,0,High skill tech staff,2,24,0
36359,5114353,1,1,0,0,180,Commercial associate,Secondary / secondary special,Married,Municipal apartment,26.87671233,8.2,1,0,0,Unknown,2,12,1
12498,5052684,0,0,1,0,67.5,Pensioner,Secondary / secondary special,Married,House / apartment,52.70684932,7.247955325,0,0,0,Unknown,2,57,0
26706,5113025,0,0,1,0,157.5,Pensioner,Secondary / secondary special,Separated,House / apartment,61.40821918,7.247955325,0,0,0,Unknown,1,27,0
13273,5053677,0,1,1,0,225,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,33.08219178,3.917808219,0,1,0,High skill tech staff,1,43,1
36345,5111082,0,1,1,0,162,Pensioner,Higher education,Married,House / apartment,57.14520548,7.247955325,0,1,0,Unknown,2,42,1
19546,5087675,1,1,0,0,90,Working,Secondary / secondary special,Single / not married,House / apartment,39.66849315,4.112328767,0,0,0,Laborers,1,42,0
36166,5029719,0,1,1,1,265.5,Working,Higher education,Married,With parents,30.13150685,6.887671233,0,0,0,Accountants,more,11,1
35511,5149491,0,1,1,0,90,Working,Higher education,Married,House / apartment,31.09863014,3.210958904,1,0,0,Laborers,2,35,0
27300,5113933,0,0,0,0,67.5,Pensioner,Secondary / secondary special,Widow,House / apartment,63.75616438,7.247955325,0,1,0,Unknown,1,43,1
14518,5058506,0,0,1,0,148.5,Pensioner,Secondary / secondary special,Married,House / apartment,62.39452055,7.247955325,0,0,0,Unknown,2,10,0
26716,5113045,0,0,1,1,180,Working,Higher education,Separated,House / apartment,45.35342466,6.767123288,0,0,1,Unknown,2,22,0
36388,5118280,0,0,0,0,112.5,Pensioner,Secondary / secondary special,Single / not married,Municipal apartment,58.52876712,7.247955325,0,0,0,Unknown,2,48,1
5031,5025179,0,1,0,0,157.5,Pensioner,Secondary / secondary special,Married,House / apartment,59.27945205,7.247955325,0,0,0,Unknown,2,55,0
9141,5041242,0,0,1,0,135,Pensioner,Secondary / secondary special,Married,House / apartment,56.05479452,7.247955325,0,0,0,Unknown,2,7,0
36192,5045935,1,0,0,0,247.5,State servant,Secondary / secondary special,Single / not married,House / apartment,41.19726027,6.049315068,0,0,0,Laborers,1,8,1
6670,5029698,1,0,1,1,202.5,Working,Higher education,Separated,House / apartment,49.54794521,3.301369863,0,0,0,Security staff,2,42,0
29751,5118194,0,0,0,0,171,Working,Secondary / secondary special,Separated,Office apartment,44.49589041,24.27945205,1,0,0,Drivers,1,19,0
3684,5023423,0,1,1,1,225,Commercial associate,Higher education,Married,House / apartment,45.21369863,7.315068493,0,1,0,Managers,more,13,0
36434,5145817,0,0,1,0,90,Pensioner,Secondary / secondary special,Married,House / apartment,60.30410959,7.247955325,0,0,0,Unknown,2,39,1
36252,5062136,1,0,0,1,180,Working,Secondary / secondary special,Single / not married,House / apartment,35.47123288,0.375342466,0,0,0,Laborers,2,48,1
34553,5146167,0,0,1,0,135,Working,Secondary / secondary special,Married,House / apartment,55.60547945,4.849315068,0,0,0,Security staff,2,42,1
21608,5090835,0,0,1,0,225,Working,Secondary / secondary special,Widow,House / apartment,42.97808219,0.356164384,0,0,0,Laborers,1,24,0
7060,5033796,0,0,1,0,382.5,Pensioner,Secondary / secondary special,Married,House / apartment,61.06027397,7.247955325,0,0,0,Unknown,2,5,0
34025,5143275,1,1,1,0,405,Working,Secondary / secondary special,Married,House / apartment,49.29041096,1.871232877,0,0,0,Sales staff,2,57,0
34485,5146028,0,0,1,0,360,Commercial associate,Higher education,Married,House / apartment,30.38082192,10.69041096,0,1,0,Core staff,2,7,0
33551,5142710,1,1,0,0,121.5,Working,Secondary / secondary special,Married,House / apartment,42.23561644,4.624657534,1,1,0,Unknown,2,4,0
36423,5142964,1,0,0,1,180,Working,Secondary / secondary special,Married,House / apartment,29.19452055,2.536986301,1,1,0,Laborers,more,46,1
36372,5116581,0,0,0,0,157.5,Working,Secondary / secondary special,Married,House / apartment,49.95068493,0.75890411,0,0,0,Managers,2,47,1
21763,5091097,1,0,1,0,198,Pensioner,Higher education,Married,House / apartment,67.56712329,7.247955325,0,0,0,Unknown,2,50,0
19959,5088714,0,0,1,0,56.25,Pensioner,Secondary / secondary special,Married,House / apartment,65.91232877,7.247955325,0,1,0,Unknown,2,2,0
601,5009566,1,1,0,0,180,Working,Secondary / secondary special,Married,House / apartment,41.51506849,8.610958904,1,1,0,Laborers,2,9,0
30177,5125299,0,0,1,0,148.5,Pensioner,Secondary / secondary special,Married,House / apartment,57.11232877,7.247955325,0,0,0,Unknown,2,55,1
18105,5068728,1,1,1,0,180,Commercial associate,Higher education,Married,House / apartment,27.19178082,2.802739726,0,0,0,Laborers,2,22,0
6662,5029684,0,1,1,0,270,Commercial associate,Higher education,Married,House / apartment,54.68493151,15.55890411,0,0,0,Accountants,2,44,0
11038,5046313,1,1,1,0,315,Commercial associate,Secondary / secondary special,Married,House / apartment,59.18082192,4.383561644,0,1,0,Managers,2,48,0
13963,5054567,0,1,1,more,135,State servant,Secondary / secondary special,Married,House / apartment,40.22739726,14.67123288,0,0,0,Sales staff,more,35,0
17398,5067797,0,0,1,1,121.5,Working,Secondary / secondary special,Married,House / apartment,25.88493151,0.97260274,0,0,0,Laborers,more,31,0
36438,5148587,1,1,1,0,180,Working,Secondary / secondary special,Married,House / apartment,30.74520548,3.797260274,0,0,0,Drivers,2,23,1
25892,5105658,0,1,1,more,540,Working,Higher education,Single / not married,House / apartment,38.79452055,1.156164384,0,1,1,Unknown,more,26,0
14874,5061460,0,0,1,0,270,Working,Secondary / secondary special,Married,House / apartment,49.62739726,27.72876712,0,0,0,High skill tech staff,2,27,0
34497,5146044,0,0,1,0,360,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,50.89589041,6.687671233,0,0,0,Accountants,1,53,0
36239,5054650,1,1,1,1,135,Working,Higher education,Single / not married,House / apartment,51.04383562,17.42191781,0,0,0,Managers,more,10,1
36349,5113621,1,0,0,0,225,Working,Secondary / secondary special,Widow,Municipal apartment,53.16712329,0.947945205,0,0,0,Security staff,1,30,1
36149,5024311,0,0,1,0,216,Pensioner,Secondary / secondary special,Widow,House / apartment,54.86027397,7.247955325,0,0,0,Unknown,1,23,1
29594,5117973,0,1,0,0,144,Working,Higher education,Civil marriage,House / apartment,26.7890411,2.347945205,1,1,0,Unknown,2,47,1
5604,5028355,1,1,1,1,337.5,Working,Higher education,Married,House / apartment,34.03561644,15.4,0,0,1,Managers,more,22,0
1096,5010197,0,0,1,0,135,Pensioner,Higher education,Single / not married,House / apartment,63.56164384,7.247955325,0,1,0,Unknown,1,7,0
28514,5116305,0,0,1,0,180,Pensioner,Secondary / secondary special,Married,House / apartment,62.06849315,7.247955325,0,0,0,Unknown,2,55,1
36185,5042268,1,0,1,0,270,Commercial associate,Secondary / secondary special,Married,House / apartment,35.51780822,6.430136986,0,0,0,Drivers,2,31,1
30785,5126098,0,0,1,0,157.5,Pensioner,Secondary / secondary special,Married,House / apartment,57.45479452,7.247955325,0,1,0,Unknown,2,25,0
9376,5041618,0,1,1,1,180,Working,Higher education,Married,House / apartment,42.45479452,7.095890411,0,0,0,Core staff,more,2,0
36263,5069021,0,0,1,0,202.5,Working,Secondary / secondary special,Married,House / apartment,55.60273973,10.1369863,0,0,0,Laborers,2,29,1
36285,5090393,0,1,1,0,76.5,Working,Higher education,Married,House / apartment,48.6109589,11.52054795,0,0,0,Unknown,2,9,1
22514,5092005,0,0,0,0,112.5,Commercial associate,Higher education,Married,With parents,54.03013699,4.216438356,0,0,0,Accountants,2,41,1
36111,5009753,0,1,0,0,315,Pensioner,Higher education,Married,House / apartment,37.14246575,1.605479452,1,1,0,Unknown,2,36,1
32453,5137124,0,0,0,0,157.5,Pensioner,Secondary / secondary special,Married,House / apartment,62.23835616,7.247955325,0,0,0,Unknown,2,56,1
19177,5085697,0,0,1,0,121.5,Working,Secondary / secondary special,Married,House / apartment,56.44383562,0.378082192,0,0,0,Cooking staff,2,9,0
36321,5100118,0,1,1,0,112.5,Pensioner,Secondary / secondary special,Married,House / apartment,55.75890411,1.843835616,0,1,0,Unknown,2,20,1
19954,5088709,0,0,1,0,56.25,Pensioner,Secondary / secondary special,Married,House / apartment,65.91232877,7.247955325,0,1,0,Unknown,2,24,0
31472,5132584,0,0,1,0,121.5,Working,Secondary / secondary special,Widow,House / apartment,47.75890411,6.621917808,1,1,0,Unknown,1,2,0
11369,5047854,1,1,1,1,292.5,Commercial associate,Higher education,Married,House / apartment,34.43561644,9.101369863,0,0,0,Unknown,more,45,0
36335,5105652,1,1,1,0,202.5,Working,Higher education,Married,House / apartment,48.17808219,8.265753425,0,0,0,Drivers,2,10,1
1691,5010923,0,0,0,0,94.5,Working,Secondary / secondary special,Widow,Rented apartment,61,2.271232877,0,0,1,Sales staff,1,56,1
36444,5149042,0,0,1,0,180,Working,Secondary / secondary special,Civil marriage,House / apartment,54.10958904,9.884931507,0,0,0,Laborers,2,25,1
16212,5065746,0,1,1,0,225,Pensioner,Higher education,Married,House / apartment,60.15068493,7.247955325,0,1,0,Unknown,2,47,1
36247,5058531,1,0,0,0,391.5,Working,Secondary / secondary special,Single / not married,Municipal apartment,25.32054795,1.391780822,0,0,0,Sales staff,1,21,1
2432,5021870,0,1,1,1,315,State servant,Higher education,Widow,House / apartment,49.95342466,1.164383562,0,1,1,Unknown,2,27,0
36128,5021960,0,1,1,0,76.5,Working,Higher education,Married,House / apartment,48.6109589,11.52054795,0,0,0,Unknown,2,10,1
33571,5142738,1,0,0,1,360,Working,Higher education,Married,House / apartment,30.44383562,1.284931507,1,1,0,Managers,more,60,1
13110,5053484,0,0,1,0,157.5,State servant,Secondary / secondary special,Married,House / apartment,50.22739726,19.76164384,0,0,0,Medicine staff,2,41,1
36340,5105739,0,0,1,more,292.5,Pensioner,Secondary / secondary special,Married,House / apartment,33.88493151,1.84109589,0,0,0,Core staff,more,21,1
3857,5023644,1,1,0,more,225,Working,Secondary / secondary special,Married,House / apartment,40.48219178,6.060273973,0,0,0,Drivers,more,60,1
36176,5036469,1,1,0,0,112.5,State servant,Secondary / secondary special,Single / not married,House / apartment,55.70684932,4.235616438,0,0,0,Drivers,2,30,1
36152,5024317,0,0,1,0,216,Pensioner,Secondary / secondary special,Widow,House / apartment,54.86027397,7.247955325,0,0,0,Unknown,1,17,1
22553,5092055,0,0,0,0,103.5,Pensioner,Higher education,Single / not married,House / apartment,67.24109589,7.247955325,0,0,0,Unknown,1,28,0
24689,5117573,0,1,0,0,112.5,Working,Higher education,Married,House / apartment,32.31780822,5.846575342,0,0,0,Laborers,2,33,0
7470,5035816,0,0,1,0,157.5,Working,Secondary / secondary special,Civil marriage,House / apartment,48.76164384,2.353424658,0,0,0,Sales staff,2,10,0
1418,5010585,1,1,0,0,135,Working,Secondary / secondary special,Married,House / apartment,56.09863014,1.438356164,0,0,0,Drivers,2,8,0
36114,5010396,0,1,1,1,225,Working,Higher education,Married,House / apartment,38.76164384,4.35890411,1,1,0,High skill tech staff,more,9,1
12327,5051110,0,0,0,0,85.5,Pensioner,Secondary / secondary special,Separated,House / apartment,65.97808219,7.247955325,0,1,0,Unknown,1,47,0
18478,5069199,0,1,1,1,225,Commercial associate,Secondary / secondary special,Married,House / apartment,37.23561644,8.893150685,0,0,0,Sales staff,more,58,0
18853,5078801,0,0,1,0,306,Working,Secondary / secondary special,Married,House / apartment,51.85479452,8.15890411,0,0,0,High skill tech staff,2,38,1
21100,5090119,0,0,1,0,177.75,Pensioner,Higher education,Married,House / apartment,62.83287671,7.247955325,0,0,0,Unknown,2,21,0
35579,5149576,0,0,1,0,135,Commercial associate,Secondary / secondary special,Married,House / apartment,46.47945205,2.542465753,0,0,0,Accountants,2,12,0
11444,5047980,0,0,0,0,180,Working,Secondary / secondary special,Widow,Municipal apartment,58.66575342,1.263013699,0,0,0,Cleaning staff,1,12,0
28866,5116762,0,0,1,0,90,Pensioner,Incomplete higher,Separated,House / apartment,66.10684932,7.247955325,0,0,0,Unknown,1,49,1
29786,5118275,0,0,0,0,112.5,Pensioner,Secondary / secondary special,Married,Municipal apartment,58.52876712,7.247955325,0,0,0,Unknown,2,56,1
36379,5117134,1,0,1,0,270,Working,Higher education,Single / not married,House / apartment,28.46575342,2.180821918,0,0,0,Sales staff,1,47,1
19310,5085876,0,0,1,0,315,Working,Secondary / secondary special,Married,House / apartment,49.36438356,30.56712329,0,0,0,Private service staff,2,29,0
36179,5036795,1,1,1,0,215.1,Commercial associate,Secondary / secondary special,Married,House / apartment,52.53424658,3.520547945,0,1,0,Laborers,2,26,1
35974,5150064,1,0,1,0,225,Working,Secondary / secondary special,Single / not married,House / apartment,28.84931507,6.378082192,0,0,0,Laborers,1,43,0
36336,5105653,1,1,1,0,202.5,Working,Higher education,Married,House / apartment,48.17808219,8.265753425,0,0,0,Drivers,2,10,1
9313,5041522,1,1,1,0,450,Commercial associate,Higher education,Separated,House / apartment,44.29863014,2.342465753,1,1,0,Unknown,1,18,1
36130,5022044,0,1,0,1,225,Commercial associate,Secondary / secondary special,Separated,House / apartment,32.09315068,4.767123288,0,0,1,Core staff,2,44,1
34119,5143396,0,0,1,0,153,Working,Higher education,Single / not married,House / apartment,29.48493151,1.871232877,0,1,0,Core staff,1,13,0
19256,5085813,0,1,1,0,315,State servant,Higher education,Married,House / apartment,53.61917808,2.961643836,0,0,1,Drivers,2,58,0
30817,5126137,1,1,0,more,202.5,Working,Secondary / secondary special,Married,House / apartment,43.57260274,10.37534247,0,0,0,Laborers,more,60,0
